Link,Location,Title,Date,Time,Description,Price,Location
http://generalassemb.ly/education/sql-bootcamp/boston/36412,Boston,SQL Bootcamp,"Saturday, 15 July",10,SQL provides powerful but reasonably simple tools for data analysis and handling.  This bootcamp will take absolute beginners through the basics of SQL to an ability to write queries with confidence.  We will use a combination of lecture and in-class exercises to ensure that students leave with a working grasp of SQL fundamentals.,250,Atlanta
http://generalassemb.ly/education/intro-to-seo/london/37384,London,Intro to SEO,"Thursday, 24 August",6:15,"Search engine optimisation (SEO) is about improving the visibility of a site in a search engine’s “organic” (or unpaid) results. If you’re interested in getting a practical introduction to SEO, including what it is and how you can make the most of it, this workshop will give you a great start. You’ll learn what search engines are trying to achieve and why, how they’ve developed over time, what’s in store in their future, what elements have traditionally been important for doing well in search results, and what recent changes have been made that will affect the way SEO works.",55,Atlanta
http://generalassemb.ly/education/user-experience-design-bootcamp/new-york-city/38474,New York City,User Experience Design Bootcamp,"Saturday, 26 August",10,"As technology changes and more media outlets compete for customers’ time, providing an enjoyable experience is critical to both attracting and keeping users.  This bootcamp aims to demystify UX by giving a practical and simple introduction to what UX is while also explaining some of its core concepts of usability.  This is a field that affects all areas of business — prepare to dip your toes into an ocean of new concepts and ideas that will enlighten your perspective on the  human-computer interaction experience.",299,Atlanta
http://generalassemb.ly/education/advanced-excel-beyond-the-basics/austin/39063,Austin,Advanced Excel: Beyond the Basics,"Wednesday, 30 August",6,"In this class, we will move beyond the basics of spreadsheet creation and manipulation. This fast-paced course covers a fair amount of material and will be most beneficial to those who already have intermediate understanding and use of Excel. The expectation is for students to be able to leave and begin immediately using the new skills and concepts learned in their professional roles.",65,Atlanta
http://generalassemb.ly/education/branding-101-starting-off-right/seattle/39491,Seattle,Branding 101: Starting Off Right,"Friday, 21 July",11:30,A great idea is worth a lot. But a great brand is worth a lot more.,40,Atlanta
http://generalassemb.ly/education/crash-course-in-google-adwords/singapore/38143,Singapore,Crash Course in Google AdWords,"Wednesday, 19 July",7,"Finding new customers is a challenge for every business, and getting started with AdWords as a customer acquisition channel can be confusing, expensive and time-consuming. This full-day workshop will provide a comprehensive introduction to Google AdWords to help you get started.
We'll begin the day by looking at the history and evolution of search and get acquainted with Google Adwords—its interface, campaign structure, keyword match types and so on.",60,Atlanta
http://generalassemb.ly/education/data-science-101/chicago/39101,Chicago,Data Science 101,"Tuesday, 29 August",6,See how the predictive power of data drives modern business.,60,Atlanta
http://generalassemb.ly/education/introduction-to-coding-html-css/denver/37975,Denver,Introduction to Coding: HTML & CSS,"Thursday, 10 August",6,"Meet the programming languages that power the web, and write your first line of code.",25,Atlanta
http://generalassemb.ly/education/blogging-basics-building-an-online-presence/san-francisco/38123,San Francisco,Blogging Basics: Building an Online Presence,"Thursday, 13 July",6,"Have you always wanted to start a blog, or do you have one that needs some direction? This class will provide you with a toolkit to create, maintain, promote, and drive traffic to your blog.",65,Atlanta
http://generalassemb.ly/education/user-experience-design-bootcamp/london/38033,London,User Experience Design Bootcamp,"Friday, 7 July",10,"As technology changes and more media outlets compete for customers’ time, providing an enjoyable experience is critical to both attracting and keeping users. This bootcamp aims to demystify UX by giving a practical and simple introduction to what UX is while also explaining some of its core concepts of usability. This is a field that affects all areas of business — prepare to dip your toes into an ocean of new concepts and ideas that will enlighten your perspective on the human-computer interaction experience.",150,Atlanta
http://generalassemb.ly/education/financial-modelling-within-business/london/39137,London,Financial Modelling within Business,"Wednesday, 9 August",6:15,"Having a strong business and financial sense is critical to the success of any company. One way to develop this skill is to understand big picture principles and how to read, build and perform scenario analysis on financial statements.",55,Atlanta
http://generalassemb.ly/education/code-in-one-day-html-css-crash-course/los-angeles/38786,Los Angeles,Code in One Day: HTML & CSS Crash Course,"Saturday, 9 September",10,"HTML and CSS are the fundamental building blocks of the web. Whether you're a beginner who wants to get started in web development, a designer looking to hand-code their concepts, or a marketer who wants a little more control over their CMS, you'll need to know HTML and CSS to get the job done.",250,Atlanta
http://generalassemb.ly/education/content-strategy-bootcamp/los-angeles/39428,Los Angeles,Content Strategy Bootcamp,"Saturday, 19 August",10,"There are zillions of sites and apps begging for your attention--but how many effectively communicate and easily display the information
 you're seeking? The ones that work likely had a content strategist leading the way.",65,Atlanta
http://generalassemb.ly/education/excel-bootcamp/new-york-city/38469,New York City,Excel Bootcamp,"Saturday, 12 August",10,"The bootcamp is designed to provide students with a general overview of Excel topics and specifically more knowledge of several different functions. It combines most of the material from the two workshops into an intense one-day session. Given the short timeframe and large amount of topics covered, students are expected to be able to learn quickly. The bootcamp is designed for students who can pick up material quickly and are looking to go from relatively little knowledge of Excel to being able to achieve complex tasks in just one day.",299,Atlanta
